,Invoice Date,Volume (L),Quarter,Fiscal Year,Item ID,Product,Product Type,Species,Anticoagulant,Gender
16838,2023-04-25,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16839,2023-04-25,0.2,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16840,2023-04-25,0.05,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
16841,2023-04-25,0.2,2022Q4,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
16842,2023-04-25,0.05,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16843,2023-04-25,0.1,2022Q4,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
16853,2023-04-25,0.05,2022Q4,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
16918,2023-04-26,0.15000000000000002,2022Q4,2022,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17002,2023-04-27,0.03,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17018,2023-04-27,0.03,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17020,2023-04-27,0.015,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17025,2023-04-27,0.05,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17029,2023-04-27,0.015,2022Q4,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17032,2023-04-27,0.05,2022Q4,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17033,2023-04-27,0.1,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17102,2023-04-30,0.015,2022Q4,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17145,2023-05-01,0.03,2023Q1,2023,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17157,2023-05-01,0.05,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17158,2023-05-01,0.2,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17203,2023-05-01,0.1,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17212,2023-05-01,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17222,2023-05-01,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17259,2023-05-01,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17261,2023-05-01,0.06,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17276,2023-05-01,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17279,2023-05-01,0.2,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17280,2023-05-01,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17287,2023-05-01,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17288,2023-05-01,0.30000000000000004,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17289,2023-05-01,4.0,2023Q1,2023,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
17296,2023-05-01,0.015,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17298,2023-05-01,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17303,2023-05-01,0.03,2023Q1,2023,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
17310,2023-05-01,0.2,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17312,2023-05-01,2.0,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17313,2023-05-01,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17318,2023-05-02,0.05,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17319,2023-05-02,0.03,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17330,2023-05-02,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17331,2023-05-02,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17332,2023-05-02,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17333,2023-05-02,0.1,2023Q1,2023,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
17334,2023-05-02,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17335,2023-05-02,0.05,2023Q1,2023,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
17336,2023-05-02,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17337,2023-05-02,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17342,2023-05-02,0.1,2023Q1,2023,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17345,2023-05-02,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17383,2023-05-03,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17390,2023-05-03,0.15000000000000002,2023Q1,2023,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17396,2023-05-03,0.03,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17398,2023-05-03,0.015,2023Q1,2023,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
17505,2023-05-04,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17509,2023-05-04,0.03,2023Q1,2023,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
17512,2023-05-04,0.015,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17515,2023-05-04,0.015,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17516,2023-05-04,0.105,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17517,2023-05-04,0.06,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17519,2023-05-04,0.045,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17522,2023-05-04,0.1,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17525,2023-05-04,0.1,2023Q1,2023,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17526,2023-05-04,0.05,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17527,2023-05-04,0.03,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17530,2023-05-04,0.05,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17531,2023-05-04,0.015,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17532,2023-05-04,0.03,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17535,2023-05-04,0.015,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17538,2023-05-04,0.015,2023Q1,2023,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17545,2023-05-04,0.05,2023Q1,2023,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17547,2023-05-04,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17548,2023-05-04,0.1,2023Q1,2023,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17600,2023-05-08,0.05,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17601,2023-05-08,0.2,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17622,2023-05-08,0.05,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17624,2023-05-08,0.1,2023Q1,2023,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17628,2023-05-08,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17630,2023-05-08,0.03,2023Q1,2023,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17632,2023-05-08,0.03,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17635,2023-05-08,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17655,2023-05-08,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17678,2023-05-08,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17680,2023-05-08,0.2,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17681,2023-05-08,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17684,2023-05-08,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17685,2023-05-08,0.30000000000000004,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17702,2023-05-08,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17714,2023-05-08,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17725,2023-05-08,0.2,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17727,2023-05-08,0.9,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17735,2023-05-09,0.03,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17746,2023-05-09,0.1,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
17747,2023-05-09,0.05,2023Q1,2023,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
17748,2023-05-09,0.1,2023Q1,2023,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
17749,2023-05-09,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17750,2023-05-09,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17751,2023-05-09,0.1,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
17752,2023-05-09,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17753,2023-05-09,0.2,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17754,2023-05-09,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17755,2023-05-09,0.05,2023Q1,2023,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
17756,2023-05-09,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17757,2023-05-09,0.05,2023Q1,2023,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
17804,2023-05-10,0.15000000000000002,2023Q1,2023,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17896,2023-05-11,0.7000000000000001,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
17905,2023-05-11,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17917,2023-05-11,0.015,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17918,2023-05-11,0.03,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17921,2023-05-11,0.015,2023Q1,2023,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17924,2023-05-11,0.015,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17925,2023-05-11,0.03,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17926,2023-05-11,0.05,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17930,2023-05-11,0.015,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17931,2023-05-11,0.06,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
17940,2023-05-11,0.015,2023Q1,2023,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17949,2023-05-11,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17950,2023-05-11,0.1,2023Q1,2023,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17963,2023-05-11,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
17964,2023-05-11,0.03,2023Q1,2023,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
17965,2023-05-11,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18041,2023-05-15,0.1,2023Q1,2023,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18042,2023-05-15,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18066,2023-05-15,0.06,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18067,2023-05-15,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18087,2023-05-15,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18088,2023-05-15,0.2,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18089,2023-05-15,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18093,2023-05-15,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18094,2023-05-15,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18097,2023-05-15,4.0,2023Q1,2023,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
18102,2023-05-15,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18104,2023-05-15,0.03,2023Q1,2023,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
18108,2023-05-15,0.2,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18110,2023-05-15,5.0,2023Q1,2023,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
18117,2023-05-15,2.0,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18118,2023-05-15,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18126,2023-05-16,0.05,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18131,2023-05-16,0.05,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18132,2023-05-16,0.2,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18134,2023-05-16,0.03,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18147,2023-05-16,0.1,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
18148,2023-05-16,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18149,2023-05-16,0.05,2023Q1,2023,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
18150,2023-05-16,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18151,2023-05-16,0.1,2023Q1,2023,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
18152,2023-05-16,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18153,2023-05-16,0.05,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
18154,2023-05-16,0.05,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
18155,2023-05-16,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18156,2023-05-16,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18157,2023-05-16,0.05,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
18158,2023-05-16,0.1,2023Q1,2023,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
18159,2023-05-16,0.1,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
18160,2023-05-16,0.1,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
18161,2023-05-16,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18162,2023-05-16,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18163,2023-05-16,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18164,2023-05-16,0.05,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
18171,2023-05-16,0.1,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18172,2023-05-16,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18181,2023-05-16,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18185,2023-05-16,0.1,2023Q1,2023,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18188,2023-05-16,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18199,2023-05-16,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18222,2023-05-16,0.05,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18233,2023-05-16,4.0,2023Q1,2023,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
18264,2023-05-17,0.15000000000000002,2023Q1,2023,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18273,2023-05-17,0.03,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18274,2023-05-17,0.015,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18346,2023-05-18,0.7000000000000001,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18354,2023-05-18,0.015,2023Q1,2023,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18363,2023-05-18,0.015,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18365,2023-05-18,0.03,2023Q1,2023,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
18372,2023-05-18,0.015,2023Q1,2023,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18389,2023-05-18,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18411,2023-05-19,0.015,2023Q1,2023,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
18434,2023-05-22,0.2,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18453,2023-05-22,0.1,2023Q1,2023,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18454,2023-05-22,1.0,2023Q1,2023,7332100,SERUM,FILTERED,DONKEY,NONE,GENDER UNSPECIFIED
18462,2023-05-22,0.5,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18494,2023-05-22,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18503,2023-05-22,0.03,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18504,2023-05-22,0.2,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18505,2023-05-22,0.05,2023Q1,2023,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
18510,2023-05-22,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18511,2023-05-22,0.6000000000000001,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18512,2023-05-22,4.0,2023Q1,2023,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
18518,2023-05-22,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18525,2023-05-22,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18533,2023-05-22,0.2,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18545,2023-05-23,0.05,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18551,2023-05-23,0.03,2023Q1,2023,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
18557,2023-05-23,0.1,2023Q1,2023,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
18558,2023-05-23,0.1,2023Q1,2023,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
18559,2023-05-23,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18560,2023-05-23,0.05,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18561,2023-05-23,0.05,2023Q1,2023,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
18562,2023-05-23,0.30000000000000004,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18563,2023-05-23,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
18564,2023-05-23,0.05,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
18565,2023-05-23,0.1,2023Q1,2023,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
18566,2023-05-23,0.05,2023Q1,2023,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
18567,2023-05-23,0.1,2023Q1,2023,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
